Title,DOI,Link,Abstract,Author Keywords
"High-fidelity per-flow delay measurements with reference latency interpolation","10.1109/TNET.2012.2227793","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84887100685&doi=10.1109%2fTNET.2012.2227793&partnerID=40&md5=4025af6c8e6fee93d485dfab8d48f607","New applications such as soft real-time data center applications, algorithmic trading, and high-performance computing require extremely low latency (in microseconds) from networks. Network operators today lack sufficient fine-grain measurement tools to detect, localize, and repair delay spikes that cause application service level agreement (SLA) violations. A recently proposed solution called LDA provides a scalable way to obtain latency, but only provides aggregate measurements. However, debugging application-specific problems requires per-flow measurements since different flows may exhibit significantly different characteristics even when they are traversing the same link. To enable fine-grained per-flow measurements in routers, we propose a new scalable architecture called reference latency interpolation (RLI) that is based on our observation that packets potentially belonging to different flows that are closely spaced to each other exhibit similar delay properties. In our evaluation using simulations over real traces, we show that while having small overhead, RLI achieves a median relative error of 12% and one to two orders of magnitude higher accuracy than previous per-flow measurement solutions. We also observe RLI achieves as high accuracy as LDA in aggregate latency estimation, and RLI outperforms LDA in standard deviation estimation. © 1993-2012 IEEE.","Latency; Measurements; Per-flow; Router; Switch"
"Humans versus agents: Competition in financial markets of the 21st Century",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886448710&partnerID=40&md5=90c08d3fb0078f2cbc6105b09ade6620","Information systems have revolutionized the nature of markets. Traditionally, markets inherently comprised the strategic interaction of human traders only. Nowadays, however, automated trading agents are responsible for at least 60% of the US trading volume on financial stock markets. In this respect, financial markets of the 21st century are different to markets of previous centuries. Fuelled by discussions on their possible risks, there is a need for research on the effects of automated trading agents on market efficiency and on human traders. In order to systematically investigate these issues, we introduce a market framework for human-computer interaction. This framework is then applied in a case study on a financial market scenario. In particular, we plan to conduct a NeuroIS experiment in which we analyze overall market efficiency as well as the trading behavior and emotional responses of human traders when they interact with computerized trading agents.","Auction; Electronic markets; Experiments; Framework; Human-computer interaction; NeuroIS"
"Financial events recognition in web news for algorithmic trading","10.1007/978-3-642-33999-8_43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868317371&doi=10.1007%2f978-3-642-33999-8_43&partnerID=40&md5=50e2d3931f8e6f6b5622be24213c4ec1","Due to its high productivity at relatively low costs, algorithmic trading has become increasingly popular over the last few years. As news can improve the returns generated by algorithmic trading, there is a growing need to use online news information in algorithmic trading in order to react real-time to market events. The biggest challenge is to automate the recognition of financial events from Web news items as an important input next to stock prices for algorithmic trading. In this position paper, we propose a multi-disciplinary approach to financial events recognition in news for algorithmic trading called FERNAT, using techniques from finance, text mining, artificial intelligence, and the Semantic Web. © 2012 Springer-Verlag.",
"Optimal algorithms for trading large positions","10.1016/j.automatica.2012.04.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862902365&doi=10.1016%2fj.automatica.2012.04.011&partnerID=40&md5=a0fd699db8cc7667c4b3d6b99ac302c0","In this paper, we are concerned with the problem of efficiently trading a large position on the market place. If the execution of a large order is not dealt with appropriately this will certainly break the price equilibrium and result in large losses. Thus, we consider a trading strategy that breaks the order into small pieces and execute them over a predetermined period of time so as to minimize the overall execution shortfall while matching or exceeding major execution benchmarks such as the volume-weighted average price (VWAP). The underlying problem is formulated as a discrete-time stochastic optimal control problem with resource constraints. The value function and optimal trading strategies are derived in closed form. Numerical simulations with market data are reported to illustrate the pertinence of these results. © 2012 Elsevier Ltd. All rights reserved.","Algorithmic trading; Discrete-time stochastic optimal control; Selling rules; VWAP"
"An experimental analysis of online unidirectional conversion problem","10.1007/978-3-642-32273-0_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866033646&doi=10.1007%2f978-3-642-32273-0_15&partnerID=40&md5=6578f709fa5a8fd4f5c70d460c7fb031","Financial markets are highly volatile and decision making in these markets is highly risky. With the introduction of automated trading, a number of techniques are developed to facilitate the automation of financial markets. We consider a set of preemptive as well as non-preemptive online algorithms and evaluate them on real world as well as synthetically produced data. We present extensive computational results based on the observed performance of algorithms in terms of experimentally achieved competitive ratio, number of transactions performed and consistency of the results. We also investigate the gap between the worst case competitive ratio and experimentally achieved competitive ratio and conclude that algorithms perform better than their performance guarantee suggest. We conclude by highlighting a number of open questions. © 2012 Springer-Verlag.","Experimental evaluation; Gap between theory and practice; Online algorithms"
"Run-time reconfiguration for a reconfigurable algorithmic trading engine","10.1109/FPL.2010.39","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951728647&doi=10.1109%2fFPL.2010.39&partnerID=40&md5=b9faedbe14f0cc29af8ac5a2702b904c","In this paper we present an analysis of using run-time reconfiguration of reconfigurable hardware to modify trading algorithms during use. This provides flexibility in algorithm design, enabling the implementation to be reactive to changes in market conditions, increasing in performance. We study what can be achieved to reduce performance loss in algorithms while reconfiguration takes place, such as buffering information during this time. Our results show our average partial reconfiguration time is 0.002091 seconds, using historic highest market data rates would result in about 5,000 messages being missed or require buffering. This is the worst case scenario, normally the system would only require a fraction of messages. The reconfiguration time is acceptable if it is under the required limit by the user to prevent business performance suffering. © 2010 IEEE.","Algorithm trading; Run-time reconfiguration"
"High frequency trading strategy using the Hilbert transform",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958562365&partnerID=40&md5=afc39d53f9f4c6d94058daf8303a23f1","The recent escalation in computing power and database capacity in major financial exchanges has brought a substantial increase in both data and information availability. The ever faster development of computers, sensors, and information channels in financial IT has rendered trading data easier to be collected than ever before. The present study examines how the Hilbert transform may be used for the detection of financial market cycles and market trends. In particular, this paper focuses on measuring cyclic patterns of high frequency data to enhance intraday trading. The proposed approach exhibits several advantages over more traditional trading methods, attributed to its consideration of complex variables.","High frequency data; Hilbert transform; Market cycles"
"Data mining for algorithmic asset management","10.1007/978-0-387-79420-4_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952453197&doi=10.1007%2f978-0-387-79420-4_20&partnerID=40&md5=f1a799cfcfaf7fbf289b0e15b04e5897","Statistical arbitrage refers to a class of algorithmic trading systems implementing data mining strategies. In this chapter we describe a computational framework for statistical arbitrage based on support vector regression. The algorithm learns the fair price of the security under management by minimining a regularized ε-insensitive loss function in an on-line fashion, using the most recent market information acquired by means of streaming financial data. The difficult issue of adaptive learning in non-stationary environments is addressed by adopting an ensemble learning approach, where a meta-algorithm strategically combines the opinion of a pool of experts. Experimental results based on nearly seven years of historical data for the iShare S&P 500 ETF demonstrate that satisfactory risk-adjusted returns can be achieved by the data mining system even after transaction costs. © 2009 Springer US.",
"Dynamic high frequency trading: A neuro-evolutionary approach","10.1007/978-3-642-01129-0_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650682789&doi=10.1007%2f978-3-642-01129-0_27&partnerID=40&md5=3736125bf026b5b20ed983f16e0e5961","Neuro-evolution of augmenting topologies (NEAT) is a recently developed neuro-evolutionary algorithm. This study uses NEAT to evolve dynamic trading agents for the German Bond Futures Market. High frequency data for three German Bond Futures is used to train and test the agents. Four fitness functions are tested and their out of sample performance is presented. The results suggest the methodology can outperform a random agent. However, while some structure was found in the data, the agents fail to yield positive returns when realistic transaction costs are included. A number of avenues of future work are indicated. © Springer-Verlag Berlin Heidelberg 2009.",
"Stream processing performance for blue Gene/P supercomputer","10.1109/WHPCF.2008.4745403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62949112645&doi=10.1109%2fWHPCF.2008.4745403&partnerID=40&md5=8d3e4bb2db0f45e2758f9bb2df005e48","Stream processing systems are designed to support ap- plications that use real time data. Examples of streaming applications include security agencies processing data from communications media, battlefield management systems for military operations, consumer fraud detection based on on- line transactions, and automated trading based on finan- cial market data. Many stream processing applications are faced with the challenge of increasingly large volumes of data and the requirement to deliver low-latency responses predicated by analysis of that data. In this paper, we assess the applicability of the Blue Gene architecture for stream computing applications. This work is part of a larger effort to demonstrate the efficacy of using a Blue Gene for stream- ing applications. Blue Gene supercomputers provide a high-bandwidth low-latency network connecting a set of I/O and compute nodes. We examine Blue Gene's suitability for stream com- puting applications by assessing its messaging capability for typical stream computing messaging workloads. In par- ticular, this paper presents results from micro-benchmarks we used to evaluate the raw performance of Blue Gene/P (Blue Gene/P) supercomputer under loads produced by high volumes of streaming data. We measure the perfor- mance of data streams that originate outside the supercom- puter, are directed through the I/O nodes to the compute nodes and then terminate outside. Our performance experi- ments demonstrate that the Blue Gene/P hardware delivers low-latency and high-throughput capability in a manner us- able by streaming applications. © 2008 IEEE.",
"Humans versus computers: Differences in their ability to absorb and process information for business decision purposes - and the implications for the future","10.1177/0266382107088211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39449123591&doi=10.1177%2f0266382107088211&partnerID=40&md5=8817c4d75a0820991c688c63f55e845f","Information overload is a very common problem in the business information industry. However, the root of this problem is not too much information; rather it is the fact that humans have limited attention spans to handle this information. Humans possess more processing power than computers but computers score over us in having almost unlimited attention spans. We must allocate our attention span in such a way as to maximize the information we obtain, given the constraint of our mental abilities. We have adopted a number of strategies to cope, like using intelligent search agents or spreading what attention we have thinly across as many information sources as possible (in other words skimming). The financial services industry, however, has adopted a radical approach: cut the human out of key parts of information acquisition and processing and use computers instead. This article argues that this approach could well spread to the wider business information market in the next few years. Far from being a threat, this could prove liberating for information professionals, allowing them to become more expert in specific industry sectors. The new breed of industry information portals, or community sites, will greatly aid in this transition and will build professional skills and efficiency. Copyright © 2008 SAGE Publications.","Algorithmic trading; Attention deficit; Cognitive ability; Computers; Data processing power; Equation; Formula; Humans; Information acquisition; Information overload; Information processing; Information providers; Information strategy; Interpretation"
"Web-service-agents-based securities trading simulation system",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053486032&partnerID=40&md5=b896f3d94ab3ed960ce4597de0e6aa3c","A global trend towards automated trading systems encourages the appearances of different kinds of decision support systems (DSS) for securities trading. However, the efficiency and effectiveness of the trading decisions and investment strategies suggested by a computer based system are always being oppugned by researchers for abnegating the specialists' professional intermediary roles in traditional floor trading. Without proper validations, evaluations and comparisons, those valuable decision support systems can hardly be adopted trustily. This paper presents a Web-service-agents-based Securities Trading Simulation System (STSS) as a platform to validate, evaluate and compare the existing securities trading decision support systems by using the real world securities trading data from Chicago Stock Exchange. Agent technology is applied to deal with the complex, dynamic, and distributed securities trading processes. Web-services techniques are proposed for more interoperability and scalability in network-based business environment. By integrating agent technology with Web-services to make use of the advantages of both, this approach provides a more intelligent, flexible, and comprehensive platform to simulate the securities trading process. Performance of different decision support systems for securities trading can be validated, evaluated and compared either separately or simultaneously on a real time basis.","Decision support system; Intelligent agents; Securities trading simulation; Web-services"
"Performance Analysis of a Counter-Intuitive Automated Stock-Trading Agent",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1142268201&partnerID=40&md5=eb0be2a91438be419d80fb37a8210fa4","Autonomous trading in stock markets is an area of great interest in both academic and commercial circles. A lot of trading strategies have been proposed and practiced from the perspectives of Artificial Intelligence, market making, external data indication, technical analysis, etc. This paper examines some properties of a counter-intuitive automated stock-trading strategy in the context of the Penn-Lehman Automated Trading (PLAT) simulator, which is a real-time, real-data market simulator. While it might seem natural to buy when the market is on the rise and sell when it is on the decline, our strategy does exactly the opposite. As a result, we call it the reverse strategy. The reverse strategy was the winner strategy in the first and second PLAT live competitions. In this paper, we analyze the performance of the reverse strategy. Also, we suggest ways to control the risk of using the reverse strategy in certain kinds of markets.",
"Do Proprietary Algorithmic Traders Withdraw Liquidity during Market Stress?","10.1111/fima.12238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051073643&doi=10.1111%2ffima.12238&partnerID=40&md5=9dd931d44f0dcce255691eb24a29eefb","We investigate the role of proprietary algorithmic traders in facilitating liquidity in a limit order market. Using order-level data from the National Stock Exchange of India, we find that proprietary algorithmic traders increase limit order supply following periods of both high short-term stock-specific volatility and extreme stock price movement. Even following periods of high marketwide volatility, they do not decrease their supply of liquidity. We define orders from high-frequency traders as a subclass of orders from proprietary algorithmic traders that are revised in less than three milliseconds. The behavior of high-frequency trading mimics the behavior of its parent class. This is inconsistent with the theory that fast traders leave the market when stress situations arise, although their limit-order-supplying behavior becomes weaker when the increase in short-term volatility is more informational than transitory. Agency algorithmic traders and nonalgorithmic traders behave opposite to proprietary algorithmic traders by reducing the supply of liquidity during stress situations. The presence of faster traders in the market possibly instills the fear of adverse selection in them. We document that the order imbalance of agency algorithmic traders is positively related to future short-term returns, whereas the order imbalance of proprietary algorithmic traders is negatively related to future short-term returns. © 2018 Financial Management Association International",
"Advanced Markov-based machine learning framework for making adaptive trading system","10.3390/computation7010004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066070683&doi=10.3390%2fcomputation7010004&partnerID=40&md5=081308b4c3c00072e7e6771a8479f9db","Stock market prediction and trading has attracted the effort of many researchers in several scientific areas because it is a challenging task due to the high complexity of the market. More investors put their effort to the development of a systematic approach, i.e., the so called ""Trading System (TS)"" for stocks pricing and trend prediction. The introduction of the Trading On-Line (TOL) has significantly improved the overall number of daily transactions on the stock market with the consequent increasing of the market complexity and liquidity. One of the most main consequence of the TOL is the ""automatic trading"", i.e., an ad-hoc algorithmic robot able to automatically analyze a lot of financial data with target to open/close several trading operations in such reduced time for increasing the profitability of the trading system. When the number of such automatic operations increase significantly, the trading approach is known as High Frequency Trading (HFT). In this context, recently, the usage of machine learning has improved the robustness of the trading systems including HFT sector. The authors propose an innovative approach based on usage of ad-hoc machine learning approach, starting from historical data analysis, is able to perform careful stock price prediction. The stock price prediction accuracy is further improved by using adaptive correction based on the hypothesis that stock price formation is regulated by Markov stochastic propriety. The validation results applied to such shares and financial instruments confirms the robustness and effectiveness of the proposed automatic trading algorithm. © 2019 by the authors.","LSTM; Machine learning; Stock price"
"The dark side of liquidity: shedding light on dark pools’ marketing and market-making","10.1080/10253866.2019.1582415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062449657&doi=10.1080%2f10253866.2019.1582415&partnerID=40&md5=2986f8d9fbc8c2980b027b51efc61698","In this article, we explore the case of dark pools of liquidity, which are trading venues that do not display order books and other trading-related data. We argue that, in a context where liquidity remains essentially invisible, dark-pool providers use visual advertisements that iconically represent liquid markets. In so doing, they defuse the idea that dark liquidity is harmful to market efficiency and fair pricing. We use Barthesian and Greimasian semiotics to study how a major bank advertised its dark-liquidity services through iconic visual signs. We contribute to economic sociology and social studies of finance by foregrounding the role of visual advertising in the construction of liquid markets. To do so, we draw on insights from market studies and visual culture. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.","Algorithmic trading; dark pools of liquidity; market studies; semiotics; social studies of finance; visual culture"
"On-GPU thread-data remapping for branch divergence reduction","10.1145/3242089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061279949&doi=10.1145%2f3242089&partnerID=40&md5=7b174ffdb77aac57963ad31b6e840954","General Purpose GPU computing (GPGPU) plays an increasingly vital role in high performance computing and other areas like deep learning. However, arising from the SIMD execution model, the branch divergence issue lowers efciency of conditional branching on GPUs, and hinders the development of GPGPU. To achieve runtime on-the-spot branch divergence reduction, we propose the frst on-GPU thread-data remapping scheme. Before kernel launching, our solution inserts codes into GPU kernels immediately before each target branch so as to acquire actual runtime divergence information. GPU software threads can be remapped to datasets multiple times during single kernel execution. We propose two thread-data remapping algorithms that are tailored to the GPU architecture. Effective on two generations of GPUs from both NVIDIA and AMD, our solution achieves speedups up to 2.718 with third-party benchmarks. We also implement three GPGPU frontier benchmarks from areas including computer vision, algorithmic trading and data analytics. They are hindered by more complex divergence coupled with different memory access patterns, and our solution works better than the traditional thread-data remapping scheme in all cases. As a compiler-assisted runtime solution, it can better reduce divergence for divergent applications that gain little acceleration on GPUs for the time being. © 2018 Association for Computing Machinery.","Branch divergence; GPGPU; Parallel computing; SIMD"
"Algorithmic trading and liquidity: Long term evidence from Austria","10.1016/j.frl.2018.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042383862&doi=10.1016%2fj.frl.2018.01.004&partnerID=40&md5=a4dea7fdc5d2923a533fa9d2ae8e9fe3","We analyze the relation between algorithmic trading and liquidity using a novel data set from the Austrian equity market. Our sample covers almost 4.5 years, it identifies the market share of algorithmic trading at the stock-day level, and it comes from a market that has hitherto not been analyzed. We address the endogeneity problem using an instrumental variables approach. Our results indicate that an increase in the market share of algorithmic trading causes a reduction in quoted and effective spreads while quoted depth and price impacts are unaffected. They are consistent with algorithmic traders on average acting as market makers. © 2018 Elsevier Inc.","Algorithmic trading; Austrian stock market; Market liquidity"
"An automated system for stock market trading based on logical clustering","10.17559/TV-20160318145514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045682447&doi=10.17559%2fTV-20160318145514&partnerID=40&md5=f5d42dd3a0db923c886580b0585e1cbf","In this paper a novel clustering-based system for automated stock market trading is introduced. It relies on interpolative Boolean algebra as underlying mathematical framework used to construct logical clustering method which is the central component of the system. The system uses fundamental analysis ratios, more precisely market valuation ratios, as clustering variables to differentiate between undervaluated and overvaluated stocks. To structure investment portfolio, the proposed system uses special weighting formulas which automatically diversify investment funds. Finally, a simple trading simulation engine is developed to test our system on real market data. The proposed system was tested on Belgrade Stock Exchange historical data and was able to achieve a high rate of return and to outperform the BelexLine market index as a benchmark variable. The paper has also provided in-depth analysis of the system’s investment decision making process which reveals some exciting insights. © 2018, Strojarski Facultet. All Rights reserved.","Automated trading system; Fundamental analysis; Linterpolative boolean algebra; Ogical clustering; Stock market"
"TSFDC: A trading strategy based on forecasting directional change","10.1002/isaf.1425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046256899&doi=10.1002%2fisaf.1425&partnerID=40&md5=7615d3a158dadf35060a3f513854956c","Directional Change (DC) is a technique to summarize price movements in a financial market. According to the DC concept, data is sampled only when the magnitude of price change is significant according to the investor. In this paper, we develop a contrarian trading strategy named TSFDC. TSFDC is based on a forecasting model which aims to predict the change of the direction of market's trend under the DC context. We examine the profitability, risk and risk-adjusted return of TSFDC in the FX market using eight currency pairs. The results suggest that TSFDC outperforms the buy and hold approach and another DC-based trading strategy. Copyright © 2018 John Wiley & Sons, Ltd.","Algorithmic trading; directional change; FX trading"
"A peak price tracking-based learning system for portfolio selection","10.1109/TNNLS.2017.2705658","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020383872&doi=10.1109%2fTNNLS.2017.2705658&partnerID=40&md5=f56efe41d144e42e8c4f68fd9ffb4eba","We propose a novel linear learning system based on the peak price tracking (PPT) strategy for portfolio selection (PS). Recently, the topic of tracking control attracts intensive attention and some novel models are proposed based on backstepping methods, such that the system output tracks a desired trajectory. The proposed system has a similar evolution with a transform function that aggressively tracks the increasing power of different assets. As a result, the better performing assets will receive more investment. The proposed PPT objective can be formulated as a fast backpropagation algorithm, which is suitable for large-scale and time-limited applications, such as high-frequency trading. Extensive experiments on several benchmark data sets from diverse real financial markets show that PPT outperforms other state-of-the-art systems in computational time, cumulative wealth, and risk-adjusted metrics. It suggests that PPT is effective and even more robust than some defensive systems in PS. © 2012 IEEE.","Aggressive strategy; linear learning system; peak price tracking (PPT); portfolio selection (PS)"
"Dynamically controlled length of training data for sustainable portfolio selection","10.3390/su10061911","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048172541&doi=10.3390%2fsu10061911&partnerID=40&md5=3dde8c253ec8b7e906619953d2d9ca12","In a constantly changing market environment, it is a challenge to construct a sustainable portfolio. One cannot use too long or too short training data to select the right portfolio of investments. When analyzing ten types of recent (up to April 2018) extremely high-dimensional time series from automated trading domains, it was discovered that there is no a priori 'optimal' length of training history that would fit all investment tasks. The optimal history length depends of the specificity of the data and varies with time. This statement was also confirmed by the analysis of dozens of multi-dimensional synthetic time series data generated by excitable medium models frequently considered in studies of chaos. An algorithm for determining the optimal length of training history to produce a sustainable portfolio is proposed. Monitoring the size of the learning data can be useful in data mining tasks used in the analysis of sustainability in other research disciplines. © 2018 by the authors.","Automated trading; Length of training data; Sustainable portfolio"
"A hybrid financial trading support system using multi-category classifiers and random forest","10.1016/j.asoc.2018.03.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044165955&doi=10.1016%2fj.asoc.2018.03.006&partnerID=40&md5=7e7c41334965bd2f1f8f9571efe56929","This study presents a decision support system for algorithmic trading in the financial market that uses a new hybrid approach for making automatic trading decision. The hybrid approach integrates weighted multicategory generalized eigenvalue support vector machine (WMGEPSVM) and random forest (RF) algorithms (named RF-WMGEPSVM) to generate “Buy/Hold/Sell” signals. The WMGEPSVM technique has an advantage of handling the unbalanced data set effectively. The input variables are generated from a number of technical indicators and oscillators that are widely used in industry by professional financial experts. Selection of relevant input variables can enhance the predictive capability of the prediction algorithms. RF technique is employed to discover the optimal feature subset from a large set of technical indicators. The proposed hybrid system is tested using “walk forward” approach for its capability of taking an automatic trading decision on daily data of five index futures, viz., NASDAQ, DOW JONES, S&P 500, NIFTY 50 and NIFTY BANK. RF-WMGEPSVM achieves the notable improvement over the buy/hold strategy and other predictive models contemplated in this study. It is also observed that combining WMGEPSVM with RF further improves the results. Empirical results confirm the effectiveness of RF-WMGEPSVM in the real market scenarios having bullish, bearish or flat trend. © 2018 Elsevier B.V.","Financial forecasting; Random forest; Technical Analysis; Walk forward approach; Weighted Multicategory GEPSVM"
"Optimal Decisions in a Time Priority Queue","10.1080/1350486X.2018.1506257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051816027&doi=10.1080%2f1350486X.2018.1506257&partnerID=40&md5=bb3fd41b14b0cb853dd8383fc2f4b64d","We show how the position of a limit order (LO) in the queue influences the decision of whether to cancel the order or let it rest. Using ultra-high-frequency data from the Nasdaq exchange, we perform empirical analysis on various LO book events and propose novel ways for modelling some of these events, including cancellation of LOs in various positions and size of market orders. Based on our empirical findings, we develop a queuing model that captures stylized facts on the data. This model includes a distinct feature which allows for a potentially random effect due to the agent’s impulse control. We apply the queuing model in an algorithmic trading setting by considering an agent maximizing her expected utility through placing and cancelling of LOs. The agent’s optimal strategy is presented after calibrating the model to real data. A simulation study shows that for the same level of standard deviation of terminal wealth, the optimal strategy has a 2.5% higher mean compared to a strategy which ignores the effect of position, or an 8.8% lower standard deviation for the same level of mean. This extra gain stems from posting an LO during adverse conditions and obtaining a good queue position before conditions become favourable. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.","adverse selection; Algorithmic trading; high frequency trading; impulse control; limit order book; queuing model"
"A new approach for detecting high-frequency trading from order and trade data","10.1016/j.frl.2017.09.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030768366&doi=10.1016%2fj.frl.2017.09.020&partnerID=40&md5=90a9384ba1de392f2ccc89a48690b7c9","We suggest a two-step approach in detecting HFT activity from order and trade data. While the first step focuses on multiple actions of an order submitter in low latency, the second searches for the surroundings of these orders to link related orders. On a sample of 2015 data from Borsa Istanbul, we estimate that average HFT involvement is 1.23%. HFT activity is generally higher in large cap stocks (2.88%). Most HFT orders are in the form of very rapidly canceled order submissions. A robustness check reveals a mean accuracy rate of 97% in the linkage of orders. © 2017 Elsevier Inc.","Borsa Istanbul; HFT detection; High-frequency trading (HFT); Low latency trading"
"A survey on computer automated trading in Indian stock markets",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041861585&partnerID=40&md5=e50babcb60afc68eb03d3b6a8ce7a36d","In India day by day increasing investors attitude to invest amount in stock markets due to increasingly use of automated systems, social network analysis, predictive analysis, data mining tools and machine learning. In this paper we provide an overview of the secrecy and complexity of the algorithms and how the automated trading systems will work. © TJPRC Pvt. Ltd.","Algorithmic Trading; Electronic Trading; Fundamental Analysis; Market Micro Structure; Trading Process"
"Do news articles have an impact on trading? - Korean market studies with high frequency data","10.1007/978-3-319-93794-6_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049697435&doi=10.1007%2f978-3-319-93794-6_9&partnerID=40&md5=d46d7f8a2bc4ae933e875d6560e8c3f7","News is an important source of information for investment decision-making. Many studies analyzing listed companies in the US & Japan have been reported. However, the number of studies focusing on Korean stock markets is limited. This study analyzes the influence of news articles on Korean stock markets with high frequency trading data. Especially, we focus on analyses of the relationship between news articles and financial markets. Furthermore, we also analyze differences in market reactions according to language (English or Korean) of news articles and present three case studies. © 2018, Springer International Publishing AG, part of Springer Nature.","Asset pricing; Big data analysis; Finance; High frequency trading data; Information economics"
"Application of Machine Learning: An Analysis of Asian Options Pricing Using Neural Network","10.1109/ICEBE.2017.30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041689505&doi=10.1109%2fICEBE.2017.30&partnerID=40&md5=63fd3ef2337cfeaec73f0a78fdbe3390","Pricing Asian Option is imperative to researchers, analysts, traders and any other related experts involved in the option trading markets and the academic field. Not only trading highly affected by the accuracy of the price of Asian options but also portfolios that involve hedging of commodity. Several attempts have been made to model the Asian option prices with closed-form over the past twenty years such as the Kemna-Vorst Model and Levy Approximation. Although today the two closed-form models are still widely used, their accuracy and reliability are called into question. The reason is simple; the Kemna-Vorst model is derived with an assumption of geometric mean of the stocks. In practice, Average Priced Options are mostly arithmetic and thus always have a volatility high than the volatility of a geometric mean making the Asian options always underpriced. On the other hand, the Levy Approximation using Monte Carlo Simulation as a benchmark, do not perform well when the product of the sigma (volatility) and square root maturity of the underlying is larger than 0.2. When the maturity of the option enlarges, the performance of the Levy Approximation largely deteriorates. If the closed-form models could be improved, higher frequency trading of Asian option will become possible. Moreover, building neural networks for different contracts of Asian Options allows reuse of computed prices and large-scale portfolio management that involves many contracts. In this thesis, we use Neural Network to fill the gap between the price of a closed-form model and that of an Asian option. The significance of this method answers two interesting questions. First, could an Asian option trader with a systematic behavior in pricing learned from previous quotes improve his pricing or trading performance in the future? Second, will a training set of previous data help to improve the performance of a financial model? We perform two simulation experiments and show that the performance of the closed-form model is significantly improved. Moreover, we extend the learning process to real data quote. The use of Neural Network highly improves the accuracy of the traditional closed-form model. The model's original price is not so much accurate as what we estimate using Neural network and could not capture the high volatility effectively; still, it provides a relative reasonable fit to the problem (Especially the Levy Model). The analysis shows that the Neural Network Algorithms we used affect the results significantly. © 2017 IEEE.","Asian Options; Behavioral Finance; Machine Learning; Neural Networks (NNs); Option Pricing"
"Informed trading and the price impact of block trades: A high frequency trading analysis","10.1016/j.irfa.2016.07.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994336815&doi=10.1016%2fj.irfa.2016.07.005&partnerID=40&md5=7f98bde4a0cfd2bd0ae127fba3e504f0","Using high frequency data from the London Stock Exchange (LSE), we investigate the relationship between informed trading and the price impact of block trades on intraday and inter-day basis. Price impact of block trades is stronger during the first hour of trading; this is consistent with the hypothesis that information accumulates overnight during non-trading hours. Furthermore, private information is gradually incorporated into prices despite heightened trading frequency. Evidence suggests that informed traders exploit superior information across trading days, and stocks with lower transparency exhibit stronger information diffusion effects when traded in blocks, thus informed block trading facilitates price discovery. © 2016 Elsevier Inc.","Block trades; Informed trading; Opacity; Price discovery; Price impact; Transparency"
"High frequency trading with complex event processing","10.1109/HiPCW.2016.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015277454&doi=10.1109%2fHiPCW.2016.10&partnerID=40&md5=1b755a96136a71280220ab4a15371600","High frequency trading is steadily taking overthe equity trading world. High frequency trading involves veryhigh speed systems placing trades at sub millisecond speedsacross multiple stock exchanges. HFT is a good example forBig Data analytics - especially the velocity aspect of big data. For HFT strategies to be profitable, real time processing of bigdata is essential. In this paper we discuss the challenges facedby HFT systems and the opportunity for big data processingwith low latency in the field. Most HFT systems are designedusing real time stream processing, which have certaindrawbacks. We present a theoretical framework for buildinghigh frequency trading systems using the complex eventprocessing paradigm which could overcome the drawbacks ofstream processing. Complex event processing enables detectingpatterns of events from disparate events streams and respondsto the detected pattern. The applicability of the framework forHFT applications is discussed. © 2016 IEEE.","Big data analytics; Complex event processing; High frequency trading"
