Authors,Author(s) ID,Title,Year,Volume,Issue,Page start,Page end,Cited by,Author Keywords,Language of Original Document,Abstract
"Angulo-Meza L., Soares-De Mello J.C.C.B., Gomes S.F., Jr.",57205322903;7006347608;36241563300;,A multiobjective approach for non-discretionary variables in data envelopment analysis [Un enfoque multiobjetivo para variables no discrecionales en análisis envolvente de datos],2016,83,195,9.0,15.0,3.0,Data envelopment analysis; Multi-objective model; Non-discretionary variables; Non-radial models,English,"Data Envelopment Analysis is a non-parametrical approach for efficiency evaluation of so-called DMUs (Decision Making Units) and takes into account multiple inputs and outputs. For each inefficient DMU, a target is provided which is constituted by the inputs or outputs levels that are to be attained for the inefficient DMU to become efficient. However, multiobjective models, known as MORO (Multiobjective Model for Ratio Optimization) provide a set of targets for inefficient DMU, which provides alternatives among which the decision-maker can choose. In this paper, we proposed an extension of the MORO models to take into account non-discretionary variables, i.e., variables that cannot be controlled. We present a numerical example to illustrate the proposed multiobjective model. We also discuss the characteristics of this model, as well as the advantages of offering a set of targets for the inefficient DMUs when there are non-discretionary variables in the data set. © The author; licensee Universidad Nacional de Colombia."
Ibarra-Vega D.W.,57131078200;,"Modeling waste management in a bioethanol supply chain: A system dynamics approach [Modelamiento de la gestión de residuos en la cadena de suministro de bioetanol, enfoque con dinámica de sistemas]",2016,83,195,99.0,104.0,7.0,Camera-ready manuscript; Manuscript formatting,English,"This paper presents a model and simulations, which was built with a System Dynamics methodology applied to waste management in the bioethanol supply chain in Colombia. The stages of the supply chain used were cane planting, production and the distribution process. The residues taken into account were bagasse and vinasse. Moreover, four simulation scenarios were performed in which the values of variables modified management strategies. The installed bioethanol production capacity was increased to observe the evolution of increased waste generation evaluated. The initial conditions for the simulation were modified to represent a production of about 2,500,000 liters / day. This leads to an increased generation of vinasse of over 400 million liters on average in a month and around more than 1 million tones of bagasse. The results are used to estimate the impact of management strategies on the amount of waste generated in the production of bioethanol. © The author; licensee Universidad Nacional de Colombia."
"Correa-Pugliese C.V., Galvis-Carreño D.F., Arguello-Fuentes H.",55641382300;56449238400;44061135000;,Sparse representations of dynamic scenes for compressive spectral video sensing [Representaciones dispersas de escenas dinámicas y reconstrucciones a partir de muestreo compresivo],2016,83,195,42.0,51.0,9.0,CASSI; Coded apertures; Compressive spectral imaging; Sparse representations; Spectral dynamic scenes,English,"The coded aperture snapshot spectral imager (CASSI) is an optical architecture that captures spectral images using compressive sensing. This system improves the sensing speed and reduces the large amount of collected data given by conventional spectral imaging systems. In several applications, it is necessary to analyze changes that occur between short periods of time. This paper first presents a sparsity analysis for spectral video signals, to obtain accurate approximations and better comply compressed sensing theory. The use of the CASSI system in compressive spectral video sensing then is proposed. The main goal of this approach is to capture the spatio-spectral information of dynamic scenes using a 2-dimensional set of projections. This application involves the use of a digital micro-mirror device that implements the traditional coded apertures used by CASSI. Simulations show that accurate reconstructions along the spatial, spectral and temporal axes are attained, with PSNR values of around 30 dB. © The author; licensee Universidad Nacional de Colombia."
"Acosta-Humánez M., Montes-Vides L., Almanza-Montero O.",55509431400;56088180400;57130952800;,"Sol-gel synthesis of zinc oxide nanoparticle at three different temperatures and its characterization via XRD, IR and EPR [Síntesis sol-gel de nanopartículas de óxido de zinc a tres termperaturas diferentes y su caracterización vía XRD, IR y EPR]",2016,83,195,224.0,228.0,5.0,Electron paramagnetic resonance; IR spectroscopy; Sol-gel method; X-Ray diffraction; Zinc oxide,English,"In this work, nanoparticles of zinc oxide were synthesized; they were formed using the sol-gel method (citrate route) at calcination temperatures (Tc) of 500, 550 and 600 °C. For all samples studied, IR spectroscopy showed the presence of the bands associated with water molecules present in the zinc oxide and carbon dioxide adsorbed on its surface. The formation of zinc oxide phase was confirmed by XRD, which showed that from 500 ºC it had this type of Wurtzite structure. However, samples calcinated at 600 ºC have higher crystallinity. Crystallite size was calculated using the Scherrer equation. The Rietveld method was used to obtain lattice parameters a and c for Wurtzite cell types as well as cell volume and the ratio c/a of each sample. These parameters do not show significant changes when they are compared with values obtained from samples with different calcination temperatures. Electron paramagnetic resonance showed the presence of defects in the zinc oxide. Three signals with g values of 1.96, 2.00 and 2.04 were associated with oxygen and zinc vacancies. Defects in the structure disappear when the calcination temperature is increased. The sample that was highlighted with the highest concentration of vacancies has a mean crystallite size greater than 30 nm, and this may also be responsible for this feature. © The author; licensee Universidad Nacional de Colombia."
"García-Herrero S., Mariscal-Saldaña M.Á., López-Perea E.M., Quiroz-Flores M.F.",6507126086;56884855900;57130997700;57131063400;,"Influence of demand, control and social support on job stress. Analysis by employment status from the V European working conditions survey [Influencia de la demanda, control y apoyo social sobre el estrés laboral. Análisis por situación laboral de la V Encuesta Europea sobre condiciones de trabajo]",2016,83,195,52.0,60.0,2.0,Bayesian networks; Control; Demand; Social support; Stress,Spanish,"Work stress increasingly affects many workers from different countries. Conditions such as high demand, low social support and low job control are considered predictors of increased stress. With data obtained from the V European Working Conditions Survey (EWCS) a Bayesian network model was made. It provides information on the levels of stress in relation to model demand-control-social support (DCS), differentiating into work situations as they are, self-employed, private and public. To deepen understanding of the interrelationships between these variables sensitivity analysis of individual and overall were performed to check the DCS model assumptions. This model applied in the V EWCS identified the variations and similarities between different work situations, proving that having low levels of demand, together with control and high social support, the likelihood of stress decreases. © The author; licensee Universidad Nacional de Colombia."
"Manzano-Agugliaro F., Carrillo-Valle J.",56416637600;37103524600;,Conversion of an existing electrostatic precipitator casing to pulse Jet fabric filter in fossil power plants [Transformación de un precipitador electrostático a un filtro de mangas Pulse Jet en centrales térmicas convencionales],2016,83,195,189.0,197.0,2.0,Electrostatic precipitator; Fabric filter; Opacimeter; Particulate; Pulse-jet,Spanish,"The combustion process of power generation plants originates particulates. There are different technologies to collecting particulate such as electrostatic precipitators (ESPs) or fabric filters. Currently, these ESPs take 25 or 35 years in service and if the performance expectations of their Plants are positives, improving investments required which can adapt to the new particulate emission limits becoming more stringent. This paper analyzes an alternative means great savings in investment costs; Conversion of the existing ESP casing to a Pulse Jet fabric filter. This study also presents a real case, implementing this conversion with good results in unit of 660 MW power plants of Italy. © The author; licensee Universidad Nacional de Colombia."
"Hajali-Mohamad M.T., Mosavi M.R., Shahanaghi K.",57131160200;12783760600;23981545200;,Optimal estimating the project completion time and diagnosing the fault in the project [Estimación optima de terminación el tiempo del proyecto y diagnóstico de la falla en el proyecto],2016,83,195,121.0,127.0,0.0,ANFIS; Earned value; Neural network; Plan value; PSFS,English,"The main objective of the project management team is to implement the project taking into consideration the Budget, schedule and constraints. In addition, project accomplishment, especially with large projects, requires the project to be correctly envisaged. Earned value (EV) management is a valuable technique for analyzing and controlling the performance of the project and predicting the total cost before its completion. Thus, fuzzy systems such as Adaptive Network based on the Fuzzy Inference System (ANFIS) and Parallel Structure based on the Fuzzy System (PSFS) are used to predict the project completion time. In this paper, the plan value diagram is used to predict the earn value diagram using three methods. These three methods are based on the PSFS and Neural Networks (NNs), which help with the implementation of the projects in organizations. The results of these three methods decreased the prediction error of the EV diagram by up to 2%. © The author; licensee Universidad Nacional de Colombia."
"Sagre J.W., Candelo J.E., Montaña J.H.",57131008700;55343580700;24779735600;,Voltage sag assessment using an extended fault positions method and Monte Carlo simulation [Evaluación de hundimientos de tensión mediante un método extendido de posiciones de falla y simulación de Monte Carlo],2016,83,195,180.0,188.0,5.0,Electromagnetic compatibility; Fault position method; Monte Carlo; Power quality; Voltage sags,English,"In this article, we propose an extended fault positions method combined with the Monte Carlo method to evaluate voltage sags. The distribution function SARFI is obtained by taking into account the randomness of (i) location of faults in lines, (ii) generation dispatch, and (iii) the prefault voltage. Voltage magnitudes are calculated with power flow, while noting changes in the generation dispatch, the load, and the topology of the area of vulnerability (AOV). The method is tested in the Atlantic coast area of the National Interconnected Power System of Colombia. The distribution of the number of voltage sags per year with the magnitude in bus bars and the impact of generation on the voltage sags are determined. With a higher number of plants dispatched, voltage sags caused by faults are less severe due to the robustness of the power system and the voltage support. Operation with coupled bars had a greater impact on voltage sags compared to uncoupled bars. © The author; licensee Universidad Nacional de Colombia."
"Gómez-Daza J.C., Ochoa-Martínez C.I.",57131115200;15061897000;,Kinetic aspects of a dried thin layer carrot in a heat pump dryer [Aspectos cinéticos del secado de capa delgada de zanahoria en un secador de bomba de calor],2016,83,195,16.0,20.0,1.0,Diffusivity; Drying; Modeling; Thin layer,English,"This article presents a mathematical model for drying thin layer carrot slices (Daucus carota) using a heat pump dryer (HPD). To select the equation that best describes the drying curve, 10 semi-theoretical and/or empirical models were evaluated. The parameters were determined using the Sigma-Plot® program, and their goodness of fit was compared using the correlation coefficient, R2; Chi-squared, χ2; standard error of the estimate (SEE) and root mean square error (RMSE). Additionally, the effect of the relative moisture, sample thickness and air velocity on the effective diffusivity of the process was evaluated using a response surface tool. Although all the models correctly fit the experimental data, based on the statistical tests, the Wang-Singh model was selected as the best. © The author; licensee Universidad Nacional de Colombia."
"Bustamante-Rua M.O., Rojas-Reyes N.R., Quitian-Chila G.R.",56116370500;56116383200;57131006300;,Fine material effect on kaolin suspensions rheology [Efecto del material fino en la reología de suspensiones de caolín],2016,83,195,105.0,111.0,1.0,Fine material; Kaolin; Rheology; Viscosity,Spanish,"A good rheological characterization can be used as a control parameter within the industrial processing of kaolin. The kaolin used was characterized by SEM, XRD, XRF and particle size. Also it was classified and separated in three sizes of fine material, which was introduced in suspensions with three different size distributions. The analysis was based on a rheological study of the fine particles influence, on the suspension viscosity. The results show that it is possible to modify the viscosity by altering the fines content without changing the solid fraction of the suspension. Suspensions of kaolin with 40% content of fines tend to decrease its viscosity value. Suspensions with quantities of fine greater than 60%, increase the value of its viscosity. In the research are also presented the proposed mechanisms by which the presence of fine increases or decreases the value of the viscosity of a suspension. © The author; licensee Universidad Nacional de Colombia."
"Ruiz-Aguilar J.J., Turias I., Moscoso-López J.A., Jiménez-Come M.J., Cerbán M.",56100125300;10139949800;57131139300;50661282100;22940427600;,Forecasting of short-term flow freight congestion: A study case of Algeciras Bay Port (Spain) [Predicción a corto plazo de la congestión del flujo de mercancías: El caso de estudio del Puerto Bahía de Algeciras (España)],2016,83,195,163.0,172.0,8.0,Artificial neural networks; Classification; Congestion; Freight forecasting; Multiple comparison tests,English,"The prediction of freight congestion (cargo peaks) is an important tool for decision making and it is this paper’s main object of study. Forecasting freight flows can be a useful tool for the whole logistics chain. In this work, a complete methodology is presented in order to obtain the best model to predict freight congestion situations at ports. The prediction is modeled as a classification problem and different approaches are tested (k-Nearest Neighbors, Bayes classifier and Artificial Neural Networks). A panel of different experts (post-hoc methods of Friedman test) has been developed in order to select the best model. The proposed methodology is applied in the Strait of Gibraltar’s logistics hub with a study case being undertaken in Port of Algeciras Bay. The results obtained reveal the efficiency of the presented models that can be applied to improve daily operations planning. © The author; licensee Universidad Nacional de Colombia."
"Vásquez-Molina D., Mejía-Arcila J.M., Mejía-De Gutiérrez R.",57131093700;56548368400;57201979389;,Mechanical and thermal performance of a geopolymeric and hybrid material based on fly ash [Comportamiento mecánico y térmico de un geopolímero y un material híbrido basado en ceniza volante],2016,83,195,216.0,223.0,5.0,Fire resistance; Fly ash; Geopolymer; Hybrid material,English,"This article presents an evaluation of the thermal behavior of a hybrid (FA/OPC) and geopolymer (FA100) material. The FA100 system is based on fly ash (FA), which has an elevated content of unburned material (14.8%). The FA/OPC system is comprised of a mixture of fly ash and ordinary Portland cement (OPC) at a proportion of 80/20. The thermal performance was evaluated by several tests, such as exposure to high temperatures (up to1000°C) and direct flame resistance. In addition, the effect of cyclic exposure was studied at 700°C for 10 cycles. FA/OPC hybrid material retains 92% of its initial strength and FA100 retains 113.3% of its initial strength at 700°C. Both materials can withstand 10 exposure cycles with a strength loss of less than 45%. In direct flame exposure, a temperature gradient of about 500°C was observed. These results indicate that these types of materials could possibly be used as fire-resistant materials in civil structures. © The author; licensee Universidad Nacional de Colombia."
"Lacayo-Mendoza A., de Pablos-Heredero C.",57130962100;7801359948;,Managing relationships and communications in higher education efficiently through digital social networks: The importance of the relational coordination model [Cómo gestionar las relaciones y comunicaciones de manera eficiente a través de las redes sociales digitales en instituciones de educación superior: Una propuesta desde el modelo de coordinación relacional],2016,83,195,138.0,146.0,2.0,Digital social networks; Organizational practices; Organizational results; Relational coordination; University education,English,"Digital social networks have proven to be of great support for organizations that are increasingly using new forms of social communication every day, seeking to improve their productivity and competitiveness. The main objective of this study is to explain how organizations, particularly Institutions of Higher Education, can improve their competitive position through the use of digital social networks from the perspective of relationship management and management of communications, in order to achieve better results in terms of teamwork satisfaction, relationship marketing and educational excellence. For this objective, the application of a relational coordination model, based on the sharing of objectives, optimal knowledge management, mutual respect and efficient communication mechanisms, is suggested. © The author; licensee Universidad Nacional de Colombia."
"Medina S., Salazar L., Mejía C., Moreno F.",57130214200;55348156600;57130359800;21741526000;,In vitro behavior of the dentin and enamel calcium hydroxyapatite in human premolars subjected to high temperatures [Comportamiento in vitro de la hidroxiapatita de calcio de la dentina y del esmalte en premolares humanos sometidos a altas temperaturas],2016,83,195,34.0,41.0,1.0,Calcium hydroxyapatite; Dentin; Dentin-enamel junction; Enamel; Forensic dentistry; High temperatures; Odontological identification,English,"This paper details a cross-sectional, descriptive observational in vitro study of a pseudo-experimental nature that analyzes Electron Microscopy (SEM) by scanning the physical behavior of enamel and dentin calcium hydroxyapatite. The purpose is to describe the separation of these two mineralized dental tissues at the dentin-enamel junction (DEJ) when the teeth are subjected to high temperatures. This study provides scientific evidence that may broaden the discussion on the use of separation of the dentin-enamel junction as a constant and repetitive reliable marker for forensic use (use in forensic sciences) that can contribute to the dental identification process and documentation in a legal medical autopsy, given a situation in which bodies or human remains have been burned, carbonizated or incinerated. © The author; licensee Universidad Nacional de Colombia."
"Peña-Carpio E., Menéndez-Aguado J.M.",56662203300;57207246017;,Environmental study of gold mining tailings in the Ponce Enriquez mining area (Ecuador) [Estudio de las colas de tratamiento de oro de la explotación minera en Ponce Enríquez (Ecuador) desde una perspectiva ambiental],2016,83,195,237.0,245.0,2.0,Acid drainage; Mining environmental impact; Mining tailings; Remediation,Spanish,"As a result of the artisanal mining activities in Ecuador (specially in Ponce Enriquez mining area, province of Azuay), great quantities of mining wastes have been disposed, usually without adequate management standards. Consequent acid rock drainage has been responsible of surface and underground water and surface water bodies. The aim of this study is to show a methodology which can characterize mining wastes to assist the taking decision process about remediation and/or ultimate disposition possibilities. © The author; licensee Universidad Nacional de Colombia."
"Celis-Montero J.E., Fernando-Navas D., Castro-Aranda F.",55554105400;55535538000;8677706000;,Implementation of a non-conventional method to characterize voltage sags and swells [Implementación de un método no convencional para caracterizar hundimientos y elevaciones de tensión],2016,83,195,69.0,76.0,0.0,Electromagnetic transient analysis; Parameter estimation; Power distribution faults; Power quality; Power system modeling; Simulation; Simulation software; Time-domain analysis,English,"Voltage sags and swells are among the power quality disturbances that represent the biggest economic losses for affected users. It is therefore necessary to undertake a suitable characterization of those events to conduct studies that permit the causes and possible mitigation techniques to be identified. This work describes the development of monitoring modules to characterize voltage sags and swells that could be used in Electromagnetic Transients Programs - EMTP (for example the ATP - Alternative Transients Program). The implemented module uses a novel method to characterize these disturbances. The results of the implementation show that the voltage sags and swells are appropriately characterized; furthermore, less sampled data is required from a voltage signal with respect to the conventional RMS voltage method. This could optimize the capture and analysis process of information in power quality monitoring. © The author; licensee Universidad Nacional de Colombia."
"Lopera-Valle A., Suárez-Bustamante F.A., Hernández-Ortiz J.P.",56368101600;55245782300;9846483000;,Numerical simulation to assess the elastic-strain energy distribution in a silicon rubber disk subjected to a punch shear test (PST) [Simulación numérica para evaluar la distribución de energía de deformación en un disco de caucho siliconado sometido a un ensayo de corte por punzonado (PST)],2016,83,195,112.0,120.0,0.0,Ballistic armor design; Finite Element Method (FEM); Hyper-elasticity; Punch-Shear Test (PST); Silicon rubber; Strain-energy,English,"Finite element method simulations were implemented to understand how the strain energy is distributed in a disk-like sample during a punch shear test. Material’s Young modulus can be estimated from this test; however, there is not enough available information about the distribution of the strain energy inside the sample during the deformation process. The proposed methodology seeks to give insight into the deformation process. Experimental results for a cured silicon rubber sample were used to validate the simulation results. It was found that the estimation of the Young modulus with the punch shear test depends on the ratio between the span-to-punch diameters. This conclusion applies to the simulated results, following Timoshenko’s theory for the deformation of thin plates. Understanding how energy is accumulated during a punch shear test is an important and useful characteristic in terms of the design of armor systems. © The author; licensee Universidad Nacional de Colombia."
"Chávez-López R., Bojórquez-Mora E.",57193726159;23099086900;,Probabilistic seismic hazard analysis using a new ground motion intensity measure [Análisis de peligro sísmico probabilístico usando una nueva medida de intensidad sísmica],2016,83,195,206.0,215.0,3.0,Ground motion intensity measure; Probabilistic seismic hazard analysis; Spectral acceleration,Spanish,"The main objective of this work is to compute the probabilistic seismic hazard analysis for a region of Mexico using a new ground motion intensity measure which is based on the spectral acceleration and a parameter proxy of the spectral shape named Np. The motivation of using this new ground motion intensity measure is because recently it has demonstrated its potential in predicting the response of buildings subjected to earthquakes. In fact, it was demonstrated that intensity measures based on Np are more efficient compared with other parameter of the literature. It is important to mention that this is the first time that a probabilistic seismic hazard analysis is performed using this new intensity measurement. © The author; licensee Universidad Nacional de Colombia."
"Ramírez-Flores M., Aguilar-Torres G., Gallegos-García G.",57131103200;14631693400;35766133700;,Fingerprint verification using computational geometry [Verificación de huella dactilar utilizando geometría computacional],2016,83,195,128.0,137.0,1.0,Angle of orientation; Delaunay triangulation; Equal error rate; Fingerprint; Geometric thresholds,English,"This paper presents a robust minutiae based method for fingerprint verification. The proposed method uses Delaunay Triangulation to represent minutiae as nodes of a connected graph composed of triangles. The minimum angle over all triangulations is maximized, which gives local stability to the constructed structures against rotation and translation variations. Geometric thresholds and minutiae data were used to characterize the triangulations created from input and template fingerprint images. The effectiveness of the proposed method is confirmed through calculations of false acceptance rate (FAR), false rejected rate (FRR) and equal error rate (EER) over FVC2002 databases compared to the results of other approaches. © The author; licensee Universidad Nacional de Colombia."
"Izquierdo I.S., Ramalho M.A.",57130142600;7005367219;,Use of residual powder obtained from organic waste to partially replace cement in concrete [Utilización de polvo de residuos orgánicos como sustitución parcial del cemento en el hormigón],2016,83,195,147.0,155.0,2.0,Cement; Concrete; Mechanical properties; Organic waste; Residual powder,English,"The main objective of this research is to investigate the feasibility of using the residual powder obtained from organic waste to replace a part of Portland cement during concrete production. The chemical and physical properties of the organic residual powder were first investigated using scanning transmission electron microscopy (STEM) and energy dispersive X-ray spectroscopy (EDS). The replacement ratios of cement have also been studied for 0%, 5%, 10%, 15%, and 20% of the residual powder by weight. Moreover, we evaluated the compressive strength, specific gravity, water absorption, and voids content of the concrete specimens that were modified with different concentrations of the residual powder. Results indicate that 5% residual powder concentration resulted in better physical and mechanical properties of the modified concrete when compared with the reference concrete. At this concentration, the addition of residual powder act as fillers in concrete, reducing the amount of voids and causing a higher density in the material. © The author; licensee Universidad Nacional de Colombia."
"Aristizábal L.M., Rúa S., Gaviria C.E., Osorio S.P., Zuluaga C.A., Posada N.L., Vásquez R.E.",57130784200;55513769700;57130747200;57130430900;55513597700;55513237900;16040913400;,Design of an open source-based control platform for an underwater remotely operated vehicle [Diseño de una plataforma de control basada en fuente abierta para un vehículo subacuático operado remotamente],2016,83,195,198.0,205.0,10.0,Open-source hardware; ROV control platforms; Underwater exploration,English,"This paper reports on the design of an open source-based control platform for the underwater remotely operated vehicle (ROV) Visor3. The vehicle’s original closed source-based control platform is first described. Due to the limitations of the previous infrastructure, modularity and flexibility are identified as the main guidelines for the proposed design. This new design includes hardware, firmware, software, and control architectures. Open-source hardware and software platforms are used for the development of the new system’s architecture, with support from the literature and the extensive experience acquired with the development of robotic exploration systems. This modular approach results in several frameworks that facilitate the functional expansion of the whole solution, the simplification of fault diagnosis and repair processes, and the reduction of development time, to mention a few. © The author; licensee Universidad Nacional de Colombia."
"Cantillo V., Garcés P., Márquez L.",8273409900;57130452500;36806491400;,Factors influencing the occurrence of traffic accidents in urban roads: A combined GIS-Empirical bayesian approach [Factores que influyen en la ocurrencia de accidentes de tránsito en vías urbanas: Un enfoque combinado GIS-Bayesiano empírico],2016,83,195,21.0,28.0,1.0,Accident-prone sections; Empirical bayesian approach; Geographic information system; Urban road accident,English,"The problem of urban road accidents in Colombia is remarkable and has a significant magnitude. For this reason, a technical study of this important public health scourge is important. The quantitative techniques employed are usually highly aggregated and will not correctly identify the determinant variables of the problem. This paper examines the relationship between urban road accidents and variables related to road infrastructure, environment, traffic volumes and traffic control. Some accident-prone sections in the city of Cartagena (Colombia) are specifically identified by the empirical Bayesian method based on GIS. A total of 69 accident-prone sections were identified in the city. It was evident that the marginal effect on the accident rate for motorcycles is well above that for cars and buses. Empirical evidence also showed that the sections located in commercial areas tend to have higher frequency of accidents due to the high presence of pedestrians. © The author; licensee Universidad Nacional de Colombia."
"Casas-Avellaned D.A., López-Parra J.F.",57131103100;55812984600;,Detection and localization of potholes in roadways using smartphones [Detección y localización de imperfecciones viales utilizando smartphones],2016,83,195,156.0,162.0,3.0,Geographical information systems; Location based services; Mobile architecture; Mobile computing; Potholes,English,"A system for the detection and localization of roadway potholes is proposed and is aimed at collecting data on the roadway potholes using the accelerometer, GPS and compass that are embedded into smartphones using the Android operating system. This system has a scalable mobile architecture that contributes to capturing environment information using multiple devices with a large geographic coverage. © The author; licensee Universidad Nacional de Colombia."
"Morales-Chávez M.M., Soto-Mejía J.A., Sarache W.",57130882900;57131140300;36135952500;,"A mixed-integer Linear Programming model for harvesting, loading and transporting sugarcane. A case study in Peru [Modelo de Programación Lineal entera mixta para el corte, carga y transporte de caña de azúcar. Un caso de estudio en Perú]",2016,83,195,173.0,179.0,3.0,Biofuels; Mixed-integer lineal programming; Sugarcane; Supply chain planning,English,"Due to opportunities for economic and social development in the biofuels market, improvement to the supply chain has become a relevant matter. In agro-industrial supply chains, procurement costs are highly relevant. Since sugarcane is a high performance raw material for ethanol production, this paper proposes a Mixed-Integer Linear Programming Model for cost optimization for harvesting, loading and transportation operations. The model determines the quantity of machines and workers to meet the biofuel plant requirements. Costs of resources for harvesting and loading as well as transportation costs from the land parcel to the production plant are minimized. Also, the model calculates the cost of penalties for shortages (unmet demand) and the cost of equipment idle time. The implementation of the model in a Peruvian biofuels company, showed a cost reduction of around 11% when compared to the current costs. © The author; licensee Universidad Nacional de Colombia."
"Zapata-Galvis J., Esquivel E.R.",57130995000;12142289100;,Evaluation of internal and external stresses on the SPT sampler [Evaluación de las tensiones internas y externas que actúan sobre el muestreador del ensayo SPT],2016,83,195,229.0,236.0,0.0,Aoki’s a parameter; Dynamic instrumentation; Efficiency; Energy; SPT test; Stress on the sampler,English,"The NSPT index is usually used in empirical correlations to estimate parameters of the soil, carrying capacity, foundation settlement, etc. Because these correlations have no scientific basis, researchers have been developing rational methods of analysis, based on energy concepts. The amounts of energy involved in the SPT test are evaluated by the EFV method. With force and acceleration records, amounts of energy, equipment efficiency, experimental dynamic reaction force of the soil and stresses acting on the sampler were assessed. In this study, a sample extractor system was designed, which consists of a base, a hydraulic cylinder and a load cell. The objective of this equipment is to experimentally quantify the internal friction force, allowing the stresses acting on the sampler to be evaluated. Also, the Aoki´s a parameter, which is the ratio of internal friction and external friction between the ground and the sampler, could be calculated. © The author; licensee Universidad Nacional de Colombia."
"Álvarez-Fernández M.I., González-Nicieza C., Prendes-Gero M.B., García-Menéndez J.R., Peñas-Espinosa J.C., Suárez-Domínguez F.J.",8669447500;55405240700;6507761751;56221900000;57039011100;9277062800;,Numerical analysis of the influence of sample stiffness and plate shape in the Brazilian test [Análisis numérico de la influencia de la dureza de la muestra y la forma de placa en el ensayo Brasileño],2015,82,194,79.0,85.0,1.0,Brazilian test; Numerical simulation; Test monitoring,English,"Due to the heterogeneity of rocks, their tensile strength is around 10% of their compressive strength, which means that breakage is mainly caused by tensile stress. The measure of tensile stress is very difficult due to rock fragility, so it has usually been measured by indirect measurement methods, including the Brazilian test. However, recent works indicate that the tensile strength values obtained through the Brazilian test must be increased by almost 26%. To understand this divergence, indirect tensile tests have been monitored. The aim is to know the material deformation and load increase by means of stepwise regression. Stress fields in slightly deformed samples are analyzed and modeled (3D finite differences) with loads applied on flat and curved plates and different Young's modulus. Finally, the results are analyzed and compared with strength values reported using Timoshenko theory and Hondros' approximation. © The author; licensee Universidad Nacional de Colombia."
"Bayona-Carvajal W., Useche-Vivero J.",57039187100;57038982700;,Estimate of induced stress during filling and discharge of metallic silos for cement storage [Estimación de esfuerzos inducidos durante el llenado y vaciado de silos metálicos para almacenamiento de cemento],2015,82,194,238.0,246.0,0.0,ANSYS APDL; Cement silos; Eurocode EN 1991-4; Finite element; Parametric model; Structural analysis; Type shell elements,Spanish,"The present article show the structural analysis realized to metallic silo for storage cement through of the parametric model development in the finite element software ASNYS APDL, the fill and discharge pressures applied on the silo wall is determined with the Eurocode normative EN 1991-4.The model is development with type shell elements allowing that the structure silo fits to the cylindrical and conical geometric of the silo. It explains each of the phases having the development of the model and is made a detailed analysis of the results delivered by the software; different models are evaluated changing the sheet thickness for select the most appropriate. Also the results are analyzed when be changing the tilting the hopper and is reviewed the behavior of the silo when is analyzed with its structure. © The author; licensee Universidad Nacional de Colombia."
"Franco-Cardona C.J., Castañeda-Riascos M., Valencia-Arias A., Bermúdez-Hernández J.",7103081268;56545301200;55250034100;56495510900;,The energy trilemma in the policy design of the electricity market [El trilema energético en el diseño de políticas del mercado eléctrico],2015,82,194,160.0,169.0,1.0,Economic sustainability; Electricity market; Environmental quality; Security of supply,Spanish,"The energy ""Trilemma"" seeks to develop an electricity market which simultaneously ensures environmental quality, security of supply, and economic sustainability. The objective of this paper is to present the ""Trilemma"" energy as the latest trend in the design of energy policy. For this, a theoretical framework is presented in sections 2 and 3, in section 4 and 5 the importance of security of supply and economic sustainability are discussed, respectively. In section 6 the energy ""trilemma"" is presented, in section 7 a brief state of the art is showed. Finally in section 8, it is approached three different electricity markets. It is concluded that the regulator has passed in recent years from encouraging a liberalized market scheme, to promote a scheme based on intervention through policies that affect the market competitiveness but allow achieving its environmental goals. © The author; licensee Universidad Nacional de Colombia."
"Castellanos-Cárdenas D., Castrillón-Hernández F.",57039034200;16038422600;,New tuning rules for PID controllers based on IMC with minimum IAE for inverse response processes [Nuevas reglas de sintonía basadas en IMC para un controlador PID con IAE mínimo en procesos con respuesta inversa],2015,82,194,111.0,118.0,0.0,Experimental design; IAE; Internal model control; Inverse response; PID controller,Spanish,"In this paper new tuning rules for Proportional Integral Derivative (PID) are presented, which are based on Internal Model Control (IMC). This set of equations minimizes the performance index, in this case, the Integral Absolute Error (IAE). Furthermore, a correlation is proposed in order to calculate the tuning parameter of the method, where a holding oscillation response is obtained regarding changes in the set point. This value represents a stability limit for the IMC method. The overall development is then applied to an Inverse Response System of second order and with dead time. © The author; licensee Universidad Nacional de Colombia."
"Verano-Tacoronte D., Bolívar-Cruz A., González-Betancor S.M.",11339599500;23501279700;56769959100;,Self-assessment: A critical competence for industrial engineering [Autoevaluación: Una competencia crítica para la ingeniería industrial],2015,82,194,130.0,138.0,2.0,Employability; Engineering; Higher education; Scoring rubrics; Self-assessment; Transversal competences,Spanish,"Assess one's own abilities realistically and critically is the key for a continuous adaptation to the changing labor market conditions. The university system must train the future engineers to rate their own performance accurately, reducing biases as self-benevolence. This paper analyzes, with a sample of students of Industrial Engineering, the accuracy of self-assessment in oral presentations, using a scoring rubric. The results of several statistical tests indicate that students are good assessors of others work, but benevolent with their own work. In addition, men evaluate themselves significantly higher than women do. Finally, self-assessment tend to compensate for others assessments, mainly in the case of students considered worse by teachers. These results point to the need of including self-assessment activities in an increasing number to improve students’ performance. © The author; licensee Universidad Nacional de Colombia."
